session_id,user_id,restaurant_id,start_time,meal_period,zone,dietary_toggle,order_completed,final_order_value,num_cart_items
S000325,U01352,R0087,2025-12-18T20:31:23.947613,dinner,West,none,True,789,3
S000326,U03937,R0059,2026-01-05T07:52:19.488370,breakfast,North,veg,True,689,3
S000327,U02569,R0054,2025-12-31T20:42:38.428352,dinner,South,none,True,368,5
S000328,U04898,R0001,2025-12-07T01:59:38.334481,late_night,South,none,False,0,2
S000329,U03558,R0003,2025-12-30T10:43:33.762535,breakfast,East,non-veg,True,223,1
S000330,U02464,R0034,2026-01-03T22:29:30.123605,dinner,West,none,False,0,5
S000331,U04141,R0055,2026-01-03T08:12:04.431889,breakfast,North,none,True,575,3
S000332,U03181,R0001,2025-12-31T22:12:06.540685,dinner,South,none,False,0,1
S000333,U02945,R0043,2025-12-12T16:37:18.833776,late_night,West,none,True,614,3
S000334,U03301,R0012,2025-12-02T17:02:38.404396,late_night,South,none,True,414,2
S000335,U00696,R0095,2025-12-16T01:34:50.841788,late_night,West,none,True,217,1
S000336,U04556,R0024,2025-12-16T03:30:24.775954,late_night,North,none,True,1103,3
S000337,U04511,R0068,2025-12-07T18:18:02.134910,late_night,South,none,True,618,3
S000338,U01063,R0012,2025-12-14T03:34:00.918375,late_night,South,none,True,288,2
S000339,U00143,R0062,2025-12-16T23:21:46.632910,late_night,Central,none,True,679,4
S000340,U02566,R0050,2025-12-10T12:44:32.810019,lunch,South,none,True,1161,5
S000341,U03529,R0026,2025-12-20T14:16:39.774431,lunch,East,veg,True,602,4
S000342,U01798,R0047,2025-12-21T17:03:14.997844,late_night,Central,none,True,957,4
S000343,U04605,R0031,2025-12-28T12:31:07.668499,lunch,East,none,False,0,3
S000344,U00184,R0097,2025-12-23T11:26:49.516501,lunch,East,none,True,181,1
S000345,U04040,R0052,2025-12-27T02:27:50.064161,late_night,Central,none,True,368,5
S000346,U01829,R0048,2026-01-01T01:24:13.130082,late_night,South,none,True,239,1
S000347,U03092,R0023,2025-12-22T09:20:51.958267,breakfast,West,none,True,573,5
S000348,U00925,R0034,2025-12-21T22:56:16.936763,dinner,West,none,True,243,1
S000349,U04738,R0039,2025-12-18T22:01:16.829908,dinner,Central,none,True,79,2
S000350,U04110,R0081,2025-12-29T03:17:24.729252,late_night,North,none,True,433,5
S000351,U04848,R0047,2025-12-17T07:03:33.025246,breakfast,Central,none,True,1061,3
S000352,U04743,R0018,2025-12-16T18:25:23.466272,late_night,East,none,True,549,4
S000353,U04228,R0088,2025-12-26T07:19:07.060231,breakfast,East,none,True,432,5
S000354,U03312,R0016,2025-12-17T05:34:22.623005,late_night,East,none,True,986,5
S000355,U03891,R0025,2025-12-04T14:17:58.926602,lunch,North,none,True,698,3
S000356,U03234,R0070,2025-12-01T14:15:32.465624,lunch,East,none,True,540,2
S000357,U03539,R0028,2025-12-10T03:32:11.299535,late_night,East,veg,True,231,2
S000358,U02051,R0053,2025-12-28T03:42:54.743153,late_night,South,none,False,0,1
S000359,U02252,R0072,2025-12-31T16:15:52.527275,late_night,East,none,False,0,2
S000360,U03130,R0036,2026-01-02T11:41:29.566842,lunch,Central,veg,True,301,4
S000361,U01390,R0023,2025-12-29T05:41:10.344001,late_night,West,none,True,430,3
S000362,U00235,R0054,2025-12-13T11:00:18.720167,lunch,South,none,False,0,4
S000363,U04652,R0098,2025-12-27T07:00:20.929963,breakfast,East,none,False,0,2
S000364,U04698,R0086,2025-12-06T09:36:19.640630,breakfast,West,veg,True,161,2
S000365,U01255,R0044,2025-12-19T07:20:44.835918,breakfast,Central,none,True,814,3
S000366,U02811,R0064,2025-12-02T20:07:04.974435,dinner,North,none,True,416,3
S000367,U01972,R0011,2025-12-30T15:36:23.177053,late_night,East,none,False,0,2
S000368,U00089,R0031,2025-12-02T01:28:19.754892,late_night,East,none,True,277,4
S000369,U02865,R0069,2025-12-08T06:17:18.343507,late_night,Central,none,True,121,1
S000370,U00484,R0094,2025-12-30T00:46:37.819617,late_night,Central,veg,True,109,2
S000371,U04521,R0100,2025-12-02T08:18:25.474426,breakfast,Central,none,True,990,4
S000372,U03769,R0048,2025-12-05T09:23:46.035789,breakfast,South,none,True,863,6
S000373,U03324,R0081,2025-12-20T08:05:12.051282,breakfast,North,none,True,289,2
S000374,U02013,R0033,2025-12-03T03:42:01.605581,late_night,North,none,True,280,2
S000375,U02375,R0085,2025-12-09T11:05:10.187303,lunch,Central,none,True,497,2
S000376,U00794,R0093,2026-01-01T05:51:33.913716,late_night,North,none,True,1139,6
S000377,U00322,R0054,2025-12-30T09:06:02.989309,breakfast,South,none,False,0,2
S000378,U04242,R0045,2025-12-10T13:30:05.788476,lunch,Central,none,True,94,2
S000379,U01905,R0056,2025-12-17T01:43:04.961581,late_night,West,none,True,390,4
S000380,U04568,R0071,2025-12-30T15:19:13.420125,late_night,South,none,False,0,3
S000381,U01967,R0008,2026-01-03T18:40:01.412062,late_night,West,none,True,1323,5
S000382,U04981,R0097,2025-12-25T17:52:58.637963,late_night,East,none,False,0,2
S000383,U01528,R0057,2025-12-07T20:17:36.762611,dinner,South,none,True,174,1
S000384,U01341,R0074,2025-12-25T16:26:43.937414,late_night,Central,none,False,0,2
S000385,U03625,R0065,2025-12-24T08:08:44.873454,breakfast,East,none,True,1119,8
S000386,U01718,R0037,2025-12-08T11:31:44.116077,lunch,Central,none,True,324,2
S000387,U00386,R0064,2025-12-30T12:45:13.782863,lunch,North,none,True,810,7
S000388,U04776,R0088,2025-12-30T00:01:55.549440,late_night,East,none,True,829,5
S000389,U01540,R0018,2025-12-18T10:59:45.200840,breakfast,East,none,True,171,2
S000390,U04112,R0011,2025-12-18T00:16:43.431062,late_night,East,none,True,662,2
S000391,U04563,R0012,2026-01-02T16:35:14.382576,late_night,South,none,True,457,3
S000392,U03164,R0088,2026-01-03T14:21:32.140670,lunch,East,veg,True,938,6
S000393,U00705,R0063,2025-12-12T18:56:23.505473,late_night,Central,non-veg,True,409,3
S000394,U03703,R0020,2026-01-05T10:11:20.613783,breakfast,East,none,True,515,7
S000395,U00977,R0001,2025-12-14T01:05:37.942367,late_night,South,none,True,615,6
S000396,U01851,R0037,2025-12-30T02:05:05.303436,late_night,Central,none,True,130,1
S000397,U00357,R0023,2026-01-04T05:53:59.460251,late_night,West,none,True,166,1
S000398,U00437,R0051,2025-12-09T15:56:10.877209,late_night,South,non-veg,True,833,2
S000399,U01793,R0058,2025-12-17T02:18:08.619742,late_night,Central,veg,True,191,3
S000400,U00542,R0064,2025-12-02T20:16:25.951638,dinner,North,none,False,0,5
S000401,U02547,R0057,2026-01-03T03:02:42.213785,late_night,South,none,True,535,7
S000402,U03728,R0097,2026-01-04T13:50:15.315160,lunch,East,veg,True,566,5
S000403,U02144,R0014,2025-12-24T19:25:39.946734,dinner,Central,none,False,0,3
S000404,U03881,R0086,2025-12-10T15:09:19.493381,late_night,West,none,True,171,3
S000405,U00544,R0065,2025-12-14T03:29:09.604656,late_night,East,none,True,166,1
S000406,U02229,R0078,2026-01-04T19:11:54.310931,dinner,North,none,True,1146,6
S000407,U04330,R0020,2025-12-29T19:50:05.134025,dinner,East,none,False,0,7
S000408,U00148,R0012,2025-12-25T23:14:40.537982,late_night,South,none,True,288,2
S000409,U00232,R0097,2025-12-10T19:22:28.041277,dinner,East,none,True,273,3
S000410,U00126,R0016,2026-01-02T00:30:20.054893,late_night,East,veg,True,830,5
S000411,U01866,R0036,2025-12-11T06:18:10.255804,late_night,Central,veg,True,452,5
S000412,U00484,R0094,2025-12-27T19:51:25.194570,dinner,Central,none,True,688,4
S000413,U01381,R0093,2025-12-07T02:17:34.491223,late_night,North,none,True,891,5
S000414,U00963,R0049,2025-12-20T02:34:46.400065,late_night,North,non-veg,True,600,2
S000415,U04486,R0068,2026-01-05T16:57:08.105680,late_night,South,non-veg,True,149,1
S000416,U00151,R0033,2025-12-22T00:18:15.930580,late_night,North,none,True,863,5
S000417,U00066,R0011,2025-12-23T18:20:22.628559,late_night,East,none,True,565,1
S000418,U00768,R0094,2025-12-09T10:42:26.919126,breakfast,Central,none,True,316,2
S000419,U02026,R0100,2025-12-05T11:44:31.434999,lunch,Central,veg,False,0,4
S000420,U04676,R0046,2025-12-21T18:14:17.666772,late_night,North,none,False,0,4
S000421,U00893,R0046,2026-01-02T02:34:13.511882,late_night,North,none,False,0,2
S000422,U04576,R0093,2025-12-24T17:40:12.273015,late_night,North,none,True,1196,5
S000423,U00640,R0075,2025-12-29T09:31:53.040157,breakfast,South,none,True,163,1
S000424,U01229,R0054,2025-12-28T03:03:43.899976,late_night,South,veg,True,490,5
S000425,U04031,R0019,2026-01-01T10:52:51.945012,breakfast,East,veg,True,339,3
S000426,U02184,R0037,2025-12-09T00:47:25.448940,late_night,Central,none,False,0,6
S000427,U02047,R0069,2025-12-24T18:17:27.073384,late_night,Central,none,False,0,1
S000428,U03673,R0066,2025-12-27T06:12:40.453094,late_night,Central,none,True,283,1
S000429,U02368,R0038,2025-12-03T04:00:33.622951,late_night,East,none,False,0,2
S000430,U03092,R0012,2026-01-01T04:38:02.875316,late_night,South,none,True,208,1
S000431,U04242,R0033,2025-12-15T15:46:07.342696,late_night,North,none,True,465,3
S000432,U03493,R0072,2025-12-12T16:17:50.257940,late_night,East,none,True,601,4
S000433,U04698,R0019,2025-12-31T15:36:47.810345,late_night,East,none,True,284,3
S000434,U03059,R0074,2025-12-27T15:43:43.019925,late_night,Central,none,True,460,6
S000435,U04468,R0030,2025-12-31T04:24:21.269507,late_night,East,none,True,336,2
S000436,U01691,R0051,2025-12-16T02:41:27.336103,late_night,South,none,True,322,1
S000437,U02690,R0086,2025-12-14T03:54:59.711324,late_night,West,none,True,468,3
S000438,U02536,R0063,2025-12-18T07:32:12.544613,breakfast,Central,none,False,0,5
S000439,U00365,R0093,2025-12-23T13:40:25.608937,lunch,North,none,True,955,4
S000440,U00855,R0025,2025-12-10T01:26:18.612347,late_night,North,none,True,630,2
S000441,U04222,R0083,2025-12-09T12:10:46.971949,lunch,South,none,True,415,3
S000442,U00973,R0083,2025-12-09T17:40:54.688723,late_night,South,none,False,0,6
S000443,U01517,R0090,2025-12-04T02:47:29.570547,late_night,West,none,True,1094,5
S000444,U04989,R0079,2026-01-05T19:37:19.678605,dinner,East,none,True,424,3
S000445,U00123,R0091,2026-01-02T21:18:20.273316,dinner,Central,none,True,663,4
S000446,U01837,R0029,2025-12-11T00:52:33.246248,late_night,East,none,True,935,5
S000447,U04278,R0021,2025-12-14T03:34:16.699407,late_night,West,none,True,324,3
S000448,U03080,R0029,2025-12-20T18:32:46.454360,late_night,East,none,True,719,3
S000449,U03458,R0031,2026-01-05T05:26:49.671906,late_night,East,none,True,139,2
S000450,U04642,R0081,2025-12-06T14:38:16.043341,lunch,North,none,True,288,3
S000451,U04381,R0085,2025-12-14T23:35:03.911668,late_night,Central,none,False,0,4
S000452,U03102,R0098,2026-01-02T08:32:08.276093,breakfast,East,veg,True,274,3
S000453,U00578,R0038,2025-12-20T00:56:40.334190,late_night,East,none,True,381,2
S000454,U03089,R0030,2026-01-04T09:16:00.581303,breakfast,East,none,True,680,3
S000455,U03371,R0088,2025-12-30T17:32:32.631831,late_night,East,none,True,311,2
S000456,U04754,R0016,2025-12-19T08:03:14.139203,breakfast,East,none,False,0,2
S000457,U03155,R0082,2025-12-18T02:00:58.205751,late_night,East,none,False,0,6
S000458,U04703,R0081,2025-12-25T23:24:49.079915,late_night,North,non-veg,True,622,6
S000459,U01293,R0096,2025-12-12T06:58:31.232079,late_night,South,none,True,111,1
S000460,U03749,R0058,2026-01-03T13:17:51.971709,lunch,Central,none,True,192,3
S000461,U00220,R0087,2025-12-21T16:52:38.968966,late_night,West,veg,True,746,4
S000462,U04116,R0081,2025-12-02T11:37:17.402934,lunch,North,none,True,885,8
S000463,U03477,R0076,2025-12-06T12:02:36.234769,lunch,West,none,False,0,1
S000464,U03087,R0034,2025-12-25T21:29:38.848361,dinner,West,veg,True,262,3
S000465,U03736,R0038,2025-12-12T12:43:05.133067,lunch,East,none,True,311,1
S000466,U04416,R0088,2025-12-20T07:31:35.813879,breakfast,East,none,True,369,4
S000467,U03476,R0048,2025-12-11T19:02:31.871408,dinner,South,none,True,697,3
S000468,U04892,R0058,2026-01-05T03:14:44.704204,late_night,Central,veg,True,530,6
S000469,U03624,R0053,2025-12-25T23:14:56.893816,late_night,South,veg,True,276,3
S000470,U04919,R0060,2025-12-30T14:08:13.352090,lunch,West,none,True,363,4
S000471,U04018,R0074,2025-12-26T08:35:45.684517,breakfast,Central,veg,True,215,3
S000472,U03952,R0024,2025-12-03T08:35:22.853208,breakfast,North,veg,True,463,4
S000473,U04154,R0001,2025-12-19T01:10:12.215515,late_night,South,none,False,0,2
S000474,U00322,R0098,2026-01-02T09:33:15.462522,breakfast,East,none,True,362,4
S000475,U03788,R0034,2025-12-24T16:11:03.190375,late_night,West,veg,False,0,2
S000476,U00279,R0094,2025-12-29T01:04:51.606372,late_night,Central,none,True,589,5
S000477,U03371,R0054,2025-12-28T17:55:06.602535,late_night,South,none,True,416,4
S000478,U01091,R0019,2026-01-02T21:55:46.836451,dinner,East,non-veg,True,639,6
S000479,U02034,R0060,2026-01-02T15:08:08.036364,late_night,West,none,False,0,2
S000480,U01926,R0049,2025-12-20T08:59:32.528861,breakfast,North,none,False,0,3
S000481,U04637,R0031,2026-01-03T12:51:47.090143,lunch,East,veg,False,0,1
S000482,U02286,R0079,2025-12-30T08:54:36.448368,breakfast,East,none,False,0,4
S000483,U02315,R0089,2025-12-21T08:26:56.850801,breakfast,Central,none,False,0,1
S000484,U00765,R0028,2025-12-12T10:10:50.923030,breakfast,East,none,False,0,6
S000485,U03556,R0064,2025-12-04T01:33:48.765704,late_night,North,none,True,371,3
S000486,U04608,R0065,2025-12-14T00:55:40.788734,late_night,East,veg,True,424,3
S000487,U03313,R0054,2026-01-02T01:12:02.091003,late_night,South,veg,True,336,3
S000488,U03677,R0008,2025-12-18T15:37:30.074696,late_night,West,none,True,509,1
S000489,U03660,R0059,2025-12-06T08:03:52.641490,breakfast,North,veg,False,0,6
S000490,U04462,R0048,2025-12-06T04:27:37.302174,late_night,South,none,False,0,2
S000491,U02143,R0072,2026-01-05T20:19:45.237609,dinner,East,none,False,0,5
S000492,U00025,R0096,2025-12-24T20:41:41.969651,dinner,South,none,True,265,4
S000493,U02945,R0020,2025-12-18T06:46:07.373340,late_night,East,none,True,164,2
S000494,U00667,R0090,2026-01-02T23:04:37.624742,late_night,West,none,True,509,3
S000495,U01722,R0021,2025-12-28T22:51:52.995377,dinner,West,none,True,1081,5
S000496,U00547,R0032,2026-01-01T12:41:17.934279,lunch,Central,none,True,1249,4
S000497,U01785,R0001,2026-01-02T07:28:04.348387,breakfast,South,none,False,0,4
S000498,U02722,R0087,2025-12-23T07:08:46.971741,breakfast,West,none,True,350,2
S000499,U03595,R0025,2025-12-07T16:53:55.326197,late_night,North,none,True,630,2
S000500,U04161,R0080,2025-12-05T23:53:24.934916,late_night,Central,none,True,121,3
S000501,U00124,R0023,2025-12-31T10:19:45.521059,breakfast,West,veg,True,166,1
S000502,U01282,R0079,2025-12-11T08:43:27.078993,breakfast,East,none,False,0,2
S000503,U02839,R0059,2025-12-08T16:47:34.831559,late_night,North,none,True,843,5
S000504,U04096,R0051,2025-12-04T04:12:09.938954,late_night,South,none,False,0,1
S000505,U01786,R0031,2025-12-16T14:08:04.119938,lunch,East,none,True,218,2
S000506,U04195,R0067,2025-12-17T10:54:35.629928,breakfast,South,veg,True,506,3
S000507,U04404,R0033,2025-12-07T01:45:58.353946,late_night,North,none,True,1165,9
S000508,U04081,R0004,2025-12-08T16:59:18.348974,late_night,North,none,True,190,1
S000509,U03594,R0076,2025-12-04T02:32:43.844429,late_night,West,none,False,0,3
S000510,U04769,R0018,2025-12-09T05:08:01.061551,late_night,East,none,True,340,2
S000511,U04926,R0077,2026-01-05T13:08:54.494500,lunch,West,veg,False,0,4
S000512,U00084,R0066,2025-12-24T15:52:44.062133,late_night,Central,none,False,0,4
S000513,U01044,R0035,2025-12-04T21:15:41.121730,dinner,East,none,True,819,6
S000514,U00681,R0032,2026-01-02T18:36:20.393498,late_night,Central,veg,True,466,4
S000515,U02311,R0029,2025-12-13T10:08:15.716093,breakfast,East,veg,True,344,3
S000516,U02512,R0046,2025-12-22T01:55:54.964873,late_night,North,none,True,953,6
S000517,U00646,R0073,2025-12-09T18:28:02.366872,late_night,West,none,True,467,3
S000518,U04031,R0034,2025-12-06T12:50:12.273630,lunch,West,veg,True,262,3
S000519,U03721,R0001,2025-12-26T12:04:19.245399,lunch,South,none,True,492,5
S000520,U04473,R0030,2025-12-22T18:01:34.740789,late_night,East,none,True,472,2
S000521,U04434,R0068,2025-12-11T05:18:23.076882,late_night,South,veg,True,244,2
S000522,U03998,R0036,2025-12-23T10:30:34.089744,breakfast,Central,non-veg,False,0,5
S000523,U00916,R0081,2026-01-01T15:14:37.715228,late_night,North,none,True,404,3
S000524,U03604,R0026,2025-12-27T04:27:46.791331,late_night,East,veg,True,939,7
S000525,U02402,R0079,2025-12-09T20:49:26.530196,dinner,East,none,True,951,4
S000526,U04329,R0046,2025-12-15T17:33:23.257698,late_night,North,none,True,747,4
S000527,U04799,R0074,2025-12-02T14:41:41.622371,lunch,Central,veg,True,168,5
S000528,U01963,R0041,2025-12-08T14:53:15.327101,lunch,Central,non-veg,True,722,7
S000529,U01656,R0055,2026-01-03T21:37:46.995997,dinner,North,none,True,591,3
S000530,U03062,R0014,2025-12-31T15:50:17.442475,late_night,Central,none,True,1080,5
S000531,U02054,R0024,2025-12-22T15:22:36.101897,late_night,North,none,True,940,4
S000532,U03421,R0019,2025-12-10T01:43:28.611869,late_night,East,none,True,667,6
S000533,U03210,R0097,2025-12-07T08:34:16.346706,breakfast,East,none,True,300,1
S000534,U01463,R0046,2025-12-26T22:18:00.127216,dinner,North,veg,True,187,2
S000535,U00089,R0065,2025-12-27T01:06:39.062416,late_night,East,none,True,679,5
S000536,U04972,R0049,2025-12-15T01:51:00.698926,late_night,North,veg,True,1078,6
S000537,U01344,R0043,2025-12-06T23:55:35.941365,late_night,West,none,True,860,4
S000538,U04035,R0017,2025-12-12T13:26:44.803828,lunch,North,none,True,631,2
S000539,U00683,R0092,2025-12-19T17:08:33.571242,late_night,North,none,True,399,4
S000540,U02021,R0019,2025-12-20T16:50:18.875992,late_night,East,none,False,0,4
S000541,U00828,R0059,2026-01-04T11:09:30.763215,lunch,North,none,False,0,4
S000542,U03262,R0072,2025-12-18T17:05:36.226426,late_night,East,veg,True,472,1
S000543,U03677,R0008,2025-12-31T05:40:58.099980,late_night,West,none,True,429,3
S000544,U00517,R0087,2025-12-11T00:50:39.251559,late_night,West,none,True,529,3
S000545,U00628,R0093,2025-12-18T18:54:38.052151,late_night,North,none,True,629,3
S000546,U00973,R0060,2025-12-15T02:32:10.301463,late_night,West,none,False,0,5
S000547,U00911,R0001,2025-12-10T08:43:50.552151,breakfast,South,none,True,908,10
S000548,U02194,R0043,2026-01-01T10:39:05.289121,breakfast,West,veg,False,0,3
S000549,U04999,R0098,2025-12-29T03:00:16.704758,late_night,East,none,True,151,2
S000550,U04904,R0025,2025-12-16T17:06:21.624191,late_night,North,none,True,1795,4
S000551,U00370,R0057,2025-12-11T07:07:51.548513,breakfast,South,none,True,384,4
S000552,U00644,R0044,2025-12-23T03:49:02.268472,late_night,Central,none,True,1967,5
S000553,U04983,R0001,2025-12-08T12:33:40.182539,lunch,South,veg,True,115,1
S000554,U01228,R0037,2025-12-26T08:54:41.767174,breakfast,Central,none,True,712,5
S000555,U00646,R0032,2025-12-02T17:45:02.548973,late_night,Central,none,True,798,3
S000556,U00858,R0080,2025-12-19T02:43:23.646242,late_night,Central,veg,True,248,4
S000557,U04773,R0081,2025-12-06T23:15:40.779880,late_night,North,none,True,187,2
S000558,U03258,R0012,2025-12-04T15:50:12.004371,late_night,South,veg,True,1182,4
S000559,U02566,R0005,2025-12-23T12:06:00.087751,lunch,North,none,False,0,1
S000560,U01564,R0037,2025-12-30T18:22:41.330930,late_night,Central,none,True,295,2
S000561,U03153,R0014,2026-01-01T12:58:08.981529,lunch,Central,none,True,389,2
S000562,U00737,R0067,2026-01-04T08:59:11.512040,breakfast,South,none,True,267,1
S000563,U01950,R0026,2026-01-01T08:32:43.355007,breakfast,East,veg,True,884,6
S000564,U00737,R0067,2026-01-03T23:54:58.209497,late_night,South,veg,True,519,3
S000565,U02104,R0009,2025-12-02T02:53:35.690830,late_night,South,veg,True,565,4
S000566,U02285,R0053,2025-12-17T01:20:31.080708,late_night,South,none,True,345,3
S000567,U02830,R0048,2025-12-19T11:33:59.087244,lunch,South,veg,True,477,3
