order_id,user_id,restaurant_id,order_time,meal_period,items_ordered,order_value,was_completed
O000241,U01069,R0098,2025-12-25T09:46:45.841770,breakfast,"[""I01961"", ""I01963"", ""I01964"", ""I01962"", ""I01966""]",421,True
O000242,U01105,R0084,2025-12-21T19:10:52.553958,dinner,"[""I01618"", ""I01636""]",226,True
O000243,U04582,R0026,2026-01-01T20:56:09.076916,dinner,"[""I00533"", ""I00532""]",133,True
O000244,U03997,R0046,2025-12-28T01:58:20.887873,late_night,"[""I00908"", ""I00902"", ""I00901"", ""I00909""]",730,True
O000245,U04681,R0026,2025-12-27T09:19:44.608845,breakfast,"[""I00548""]",229,True
O000246,U04598,R0072,2025-12-22T23:43:00.274830,late_night,"[""I01396"", ""I01388"", ""I01393""]",495,True
O000247,U04295,R0052,2025-12-27T09:10:01.740011,breakfast,"[""I01014""]",55,True
O000248,U01986,R0016,2025-12-05T23:09:33.172422,late_night,"[""I00352"", ""I00356"", ""I00351"", ""I00345"", ""I00354""]",620,True
O000249,U02182,R0100,2025-12-18T03:05:51.772460,late_night,"[""I02031"", ""I02005"", ""I02020""]",659,True
O000250,U03524,R0042,2025-12-07T15:22:29.956055,late_night,"[""I00842"", ""I00838"", ""I00841""]",231,True
O000251,U04719,R0036,2025-12-30T12:31:35.984684,lunch,"[""I00745"", ""I00737"", ""I00749""]",216,True
O000252,U00922,R0086,2025-12-11T09:14:37.840018,breakfast,"[""I01665"", ""I01662"", ""I01668""]",198,True
O000253,U03389,R0058,2025-12-17T17:13:53.344684,late_night,"[""I01128"", ""I01134""]",371,True
O000254,U02993,R0049,2025-12-12T08:34:37.317398,breakfast,"[""I00969"", ""I00975""]",351,True
O000255,U01561,R0051,2025-12-08T02:19:58.383783,late_night,"[""I01003"", ""I01000"", ""I01002""]",296,True
O000256,U02823,R0077,2025-12-20T00:24:47.384395,late_night,"[""I01480"", ""I01487"", ""I01479""]",637,True
O000257,U00199,R0099,2025-12-22T09:25:07.940248,breakfast,"[""I01995"", ""I01996""]",127,True
O000258,U02498,R0025,2025-12-05T20:58:03.018860,dinner,"[""I00517""]",779,True
O000259,U02865,R0075,2026-01-03T09:54:49.456783,breakfast,"[""I01458"", ""I01441""]",286,True
O000260,U01195,R0077,2025-12-28T04:18:08.861194,late_night,"[""I01489"", ""I01491"", ""I01479""]",421,True
O000261,U00368,R0030,2025-12-06T01:50:41.832928,late_night,"[""I00649""]",219,True
O000262,U01636,R0088,2025-12-20T04:53:07.697934,late_night,"[""I01710"", ""I01712"", ""I01718"", ""I01721"", ""I01716"", ""I01724"", ""I01706""]",1002,True
O000263,U03063,R0020,2025-12-18T13:03:49.667099,lunch,"[""I00409"", ""I00406""]",178,True
O000264,U00703,R0018,2025-12-18T23:42:10.881049,late_night,"[""I00391"", ""I00388"", ""I00381"", ""I00383"", ""I00386""]",617,True
O000265,U00447,R0032,2025-12-11T23:25:59.111580,late_night,"[""I00686"", ""I00676"", ""I00674""]",959,True
O000266,U01210,R0033,2025-12-04T06:07:33.529543,late_night,"[""I00698"", ""I00701"", ""I00700"", ""I00695"", ""I00696"", ""I00706""]",690,True
O000267,U00113,R0032,2025-12-07T14:02:30.142840,lunch,"[""I00691"", ""I00679"", ""I00682"", ""I00689""]",301,True
O000268,U00912,R0029,2025-12-13T18:52:20.783931,late_night,"[""I00606"", ""I00616""]",405,True
O000269,U03687,R0066,2025-12-07T22:16:52.852713,dinner,"[""I01282"", ""I01293"", ""I01284""]",679,True
O000270,U00187,R0043,2025-12-06T03:38:05.229591,late_night,"[""I00851""]",84,True
O000271,U01713,R0095,2025-12-22T07:47:22.342570,breakfast,"[""I01891""]",34,True
O000272,U04408,R0028,2025-12-24T02:54:10.930069,late_night,"[""I00598"", ""I00584""]",165,True
O000273,U01670,R0071,2026-01-01T12:29:59.107625,lunch,"[""I01365"", ""I01377"", ""I01372"", ""I01368""]",388,True
O000274,U04287,R0097,2026-01-01T00:02:55.170753,late_night,"[""I01925"", ""I01928"", ""I01930""]",653,True
O000275,U02119,R0071,2025-12-22T18:20:39.149794,late_night,"[""I01363"", ""I01365"", ""I01368""]",564,True
O000276,U03957,R0080,2025-12-29T04:06:16.617670,late_night,"[""I01545""]",43,True
O000277,U01158,R0010,2025-12-19T12:22:05.326845,lunch,"[""I00232"", ""I00236"", ""I00241"", ""I00244""]",807,True
O000278,U03086,R0023,2025-12-25T12:32:41.709142,lunch,"[""I00472""]",36,True
O000279,U02093,R0039,2025-12-06T18:21:39.937848,late_night,"[""I00790"", ""I00787""]",170,True
O000280,U00493,R0039,2025-12-24T19:12:03.280394,dinner,"[""I00796"", ""I00794"", ""I00793"", ""I00789""]",161,False
O000281,U01645,R0100,2025-12-27T20:17:10.034322,dinner,"[""I02012"", ""I02025"", ""I02036""]",796,True
O000282,U02223,R0016,2026-01-03T13:39:09.615436,lunch,"[""I00346"", ""I00350"", ""I00356"", ""I00345"", ""I00347""]",852,True
O000283,U03809,R0069,2025-12-26T01:19:01.056226,late_night,"[""I01320"", ""I01328"", ""I01327"", ""I01329""]",436,True
O000284,U00069,R0017,2025-12-21T06:24:18.970736,late_night,"[""I00369""]",150,True
O000285,U03184,R0073,2026-01-02T15:41:44.831436,late_night,"[""I01409"", ""I01406"", ""I01414""]",502,True
O000286,U02223,R0096,2026-01-05T13:40:28.852473,lunch,"[""I01913"", ""I01920""]",95,True
O000287,U02951,R0014,2025-12-28T15:12:51.863799,late_night,"[""I00302"", ""I00296"", ""I00313"", ""I00307""]",718,True
O000288,U00157,R0029,2025-12-06T18:56:07.702605,late_night,"[""I00619"", ""I00626""]",97,True
O000289,U03167,R0030,2026-01-05T19:02:37.004932,dinner,"[""I00639"", ""I00647"", ""I00653"", ""I00645""]",933,True
O000290,U03119,R0066,2025-12-19T12:46:42.483628,lunch,"[""I01286"", ""I01291"", ""I01285"", ""I01290""]",622,True
O000291,U00816,R0058,2025-12-04T15:00:59.455016,late_night,"[""I01119"", ""I01131"", ""I01130"", ""I01128""]",281,True
O000292,U03971,R0018,2025-12-23T22:11:20.808375,dinner,"[""I00374"", ""I00379"", ""I00387""]",275,True
O000293,U01528,R0041,2025-12-24T09:49:02.534922,breakfast,"[""I00824"", ""I00833"", ""I00822"", ""I00827"", ""I00821""]",595,True
O000294,U04102,R0060,2025-12-27T07:27:33.879360,breakfast,"[""I01164"", ""I01162"", ""I01157""]",235,True
O000295,U04594,R0096,2025-12-11T01:48:57.602874,late_night,"[""I01908""]",91,True
O000296,U00177,R0006,2025-12-18T15:46:11.642830,late_night,"[""I00148"", ""I00133""]",312,True
O000297,U02027,R0081,2025-12-02T19:29:21.742096,dinner,"[""I01565"", ""I01573""]",361,True
O000298,U02498,R0036,2025-12-23T06:30:24.357606,late_night,"[""I00735""]",43,True
O000299,U04014,R0062,2025-12-31T19:19:51.027665,dinner,"[""I01206"", ""I01209"", ""I01225"", ""I01219""]",650,True
O000300,U01287,R0003,2025-12-18T08:25:59.755242,breakfast,"[""I00046""]",43,True
O000301,U02841,R0073,2025-12-08T05:26:38.940926,late_night,"[""I01420"", ""I01418"", ""I01408"", ""I01406""]",495,True
O000302,U02883,R0046,2025-12-09T01:45:01.967200,late_night,"[""I00903"", ""I00909""]",440,True
O000303,U02477,R0031,2025-12-04T20:14:19.718601,dinner,"[""I00672"", ""I00669"", ""I00660"", ""I00656"", ""I00671"", ""I00662""]",445,True
O000304,U04107,R0033,2025-12-10T01:08:22.155983,late_night,"[""I00700"", ""I00698""]",167,True
O000305,U00508,R0080,2025-12-30T20:48:54.944673,dinner,"[""I01546"", ""I01557"", ""I01544"", ""I01547"", ""I01559"", ""I01558""]",688,True
O000306,U02111,R0050,2025-12-22T07:48:05.661357,breakfast,"[""I00988"", ""I00991""]",432,True
O000307,U00242,R0077,2025-12-24T22:55:56.440833,dinner,"[""I01484"", ""I01492"", ""I01489""]",627,True
O000308,U02296,R0049,2025-12-03T00:58:11.462220,late_night,"[""I00966""]",220,True
O000309,U01243,R0044,2025-12-28T22:39:41.328554,dinner,"[""I00877"", ""I00878"", ""I00871""]",636,False
O000310,U03219,R0018,2025-12-03T15:25:08.121857,late_night,"[""I00385"", ""I00389""]",243,True
O000311,U00720,R0070,2025-12-25T08:37:36.894851,breakfast,"[""I01350"", ""I01352""]",142,True
O000312,U04266,R0096,2025-12-11T04:08:52.378837,late_night,"[""I01917"", ""I01909"", ""I01906""]",195,True
O000313,U01864,R0054,2025-12-16T04:58:17.531797,late_night,"[""I01065""]",86,True
O000314,U01970,R0023,2026-01-05T00:00:57.695399,late_night,"[""I00477"", ""I00479""]",261,False
O000315,U03494,R0048,2025-12-21T21:43:32.950656,dinner,"[""I00954""]",229,True
O000316,U04960,R0033,2025-12-07T09:33:56.210805,breakfast,"[""I00705""]",104,True
O000317,U03680,R0095,2025-12-08T21:24:02.317054,dinner,"[""I01901"", ""I01883"", ""I01893""]",617,True
O000318,U01080,R0024,2025-12-16T12:31:01.027605,lunch,"[""I00492"", ""I00485"", ""I00489"", ""I00484"", ""I00486"", ""I00493"", ""I00496""]",1846,True
O000319,U01136,R0075,2025-12-25T00:10:56.514129,late_night,"[""I01454"", ""I01449""]",198,True
O000320,U04435,R0080,2026-01-04T09:37:30.831762,breakfast,"[""I01558"", ""I01545""]",130,True
O000321,U01658,R0039,2025-12-30T15:00:21.287855,late_night,"[""I00787"", ""I00793"", ""I00789"", ""I00785"", ""I00791""]",200,True
O000322,U02532,R0089,2026-01-02T17:00:26.101959,late_night,"[""I01757""]",252,True
O000323,U04292,R0023,2025-12-17T09:08:50.911279,breakfast,"[""I00474"", ""I00477""]",201,True
O000324,U03524,R0026,2025-12-30T19:43:02.389088,dinner,"[""I00531"", ""I00535"", ""I00529"", ""I00544""]",549,True
O000325,U04628,R0024,2025-12-19T04:14:56.403771,late_night,"[""I00489"", ""I00483"", ""I00485"", ""I00484"", ""I00486""]",1342,True
O000326,U02601,R0009,2025-12-30T08:12:15.295207,breakfast,"[""I00203"", ""I00212"", ""I00205""]",515,False
O000327,U04566,R0068,2025-12-06T13:46:56.371873,lunch,"[""I01317"", ""I01307"", ""I01319"", ""I01308""]",870,True
O000328,U00970,R0020,2026-01-04T05:58:11.573516,late_night,"[""I00406"", ""I00410"", ""I00405"", ""I00411"", ""I00419""]",495,True
O000329,U02602,R0035,2025-12-30T07:15:41.164671,breakfast,"[""I00723"", ""I00731""]",186,True
O000330,U00242,R0098,2025-12-18T19:30:11.067682,dinner,"[""I01962""]",70,True
O000331,U02611,R0063,2025-12-07T21:57:54.169082,dinner,"[""I01244"", ""I01236"", ""I01240""]",453,True
O000332,U03369,R0056,2025-12-24T19:25:49.871871,dinner,"[""I01094"", ""I01092"", ""I01091"", ""I01093"", ""I01102""]",494,False
O000333,U03630,R0091,2025-12-13T17:40:18.094989,late_night,"[""I01795"", ""I01799"", ""I01797""]",315,True
O000334,U02243,R0020,2025-12-22T03:18:02.488501,late_night,"[""I00418"", ""I00416""]",97,True
O000335,U01540,R0008,2025-12-12T18:52:10.460600,late_night,"[""I00202"", ""I00195"", ""I00188"", ""I00183""]",1045,True
O000336,U01078,R0025,2025-12-22T18:07:27.060970,late_night,"[""I00510"", ""I00500""]",858,True
O000337,U00215,R0098,2025-12-03T13:56:43.313510,lunch,"[""I01961""]",102,True
O000338,U02187,R0099,2025-12-13T17:03:39.175492,late_night,"[""I01996"", ""I01976""]",249,True
O000339,U01892,R0063,2025-12-09T01:08:40.903284,late_night,"[""I01242""]",77,True
O000340,U01903,R0019,2025-12-21T18:59:18.674625,late_night,"[""I00392"", ""I00393"", ""I00399""]",406,True
O000341,U00214,R0047,2025-12-20T04:01:17.546236,late_night,"[""I00941"", ""I00946"", ""I00916"", ""I00940"", ""I00926""]",1159,True
O000342,U00652,R0093,2025-12-09T12:42:23.092520,lunch,"[""I01841"", ""I01853"", ""I01854"", ""I01852"", ""I01846""]",828,True
O000343,U03905,R0039,2025-12-31T18:59:03.568462,late_night,"[""I00788"", ""I00797""]",134,True
O000344,U04116,R0088,2025-12-16T00:04:28.722578,late_night,"[""I01724"", ""I01717""]",277,True
O000345,U04954,R0059,2025-12-17T09:44:03.040810,breakfast,"[""I01148"", ""I01139"", ""I01141"", ""I01146"", ""I01144""]",772,True
O000346,U03064,R0035,2026-01-04T05:56:07.088843,late_night,"[""I00724"", ""I00723""]",180,False
O000347,U03175,R0067,2025-12-15T10:13:17.934876,breakfast,"[""I01300"", ""I01298"", ""I01306"", ""I01305""]",851,False
O000348,U03882,R0018,2025-12-23T04:06:35.636542,late_night,"[""I00381"", ""I00382""]",411,True
O000349,U01342,R0048,2025-12-29T04:01:01.289668,late_night,"[""I00960"", ""I00953"", ""I00964""]",911,False
O000350,U01854,R0005,2025-12-07T22:14:09.337630,dinner,"[""I00112"", ""I00114"", ""I00091""]",1016,True
O000351,U03348,R0092,2025-12-26T21:57:24.686197,dinner,"[""I01832"", ""I01811"", ""I01836"", ""I01830"", ""I01822"", ""I01837"", ""I01823""]",588,True
O000352,U00123,R0054,2025-12-04T17:10:34.618529,late_night,"[""I01056"", ""I01065"", ""I01073""]",275,True
O000353,U03384,R0020,2025-12-10T11:42:17.448448,lunch,"[""I00412"", ""I00416"", ""I00407"", ""I00413""]",259,True
O000354,U01662,R0097,2025-12-31T11:19:47.672354,lunch,"[""I01943"", ""I01944"", ""I01947"", ""I01942"", ""I01934""]",164,True
O000355,U01676,R0007,2025-12-20T00:47:44.451998,late_night,"[""I00169"", ""I00163"", ""I00160"", ""I00181"", ""I00158"", ""I00168""]",534,True
O000356,U01451,R0057,2025-12-25T07:30:05.559966,breakfast,"[""I01105"", ""I01114"", ""I01111"", ""I01107"", ""I01103"", ""I01108"", ""I01109""]",442,True
O000357,U04014,R0089,2025-12-28T03:41:11.906638,late_night,"[""I01734"", ""I01742""]",425,True
O000358,U02662,R0079,2026-01-04T11:10:40.978144,lunch,"[""I01530"", ""I01542"", ""I01536"", ""I01532""]",906,False
O000359,U03749,R0024,2025-12-19T23:37:45.218209,late_night,"[""I00488""]",280,True
O000360,U03503,R0030,2025-12-29T08:06:43.479317,breakfast,"[""I00650"", ""I00651"", ""I00635""]",436,True
O000361,U00343,R0073,2025-12-18T23:48:17.835736,late_night,"[""I01405""]",199,True
O000362,U03117,R0093,2025-12-20T16:06:34.537654,late_night,"[""I01843""]",229,True
O000363,U02564,R0051,2025-12-14T20:59:38.974945,dinner,"[""I01003""]",117,True
O000364,U04686,R0091,2025-12-31T02:16:30.351012,late_night,"[""I01796"", ""I01805"", ""I01794""]",334,True
O000365,U04393,R0068,2025-12-08T08:18:10.369012,breakfast,"[""I01318"", ""I01315"", ""I01311"", ""I01317"", ""I01310"", ""I01312""]",679,True
O000366,U00316,R0064,2025-12-12T05:24:06.966289,late_night,"[""I01256"", ""I01246"", ""I01262""]",420,True
O000367,U00896,R0058,2025-12-27T09:40:07.670592,breakfast,"[""I01119"", ""I01134"", ""I01130"", ""I01123""]",523,True
O000368,U03743,R0004,2026-01-04T07:25:43.165093,breakfast,"[""I00082"", ""I00065""]",584,True
O000369,U02013,R0098,2025-12-27T13:49:26.869425,lunch,"[""I01962""]",70,True
O000370,U04407,R0051,2025-12-09T20:55:11.148356,dinner,"[""I01003"", ""I00997"", ""I01007""]",976,True
O000371,U00322,R0072,2025-12-11T07:50:11.231195,breakfast,"[""I01392""]",163,True
O000372,U03174,R0002,2025-12-13T10:33:48.071754,breakfast,"[""I00024"", ""I00019"", ""I00026"", ""I00017"", ""I00022"", ""I00023""]",446,True
O000373,U01556,R0053,2025-12-28T09:46:31.157240,breakfast,"[""I01036"", ""I01040"", ""I01051"", ""I01041"", ""I01029"", ""I01053"", ""I01039""]",830,True
O000374,U03601,R0051,2025-12-19T04:01:53.651004,late_night,"[""I01005"", ""I00994"", ""I00999"", ""I01006"", ""I00998""]",1774,True
O000375,U02495,R0047,2025-12-01T19:08:52.906595,dinner,"[""I00931"", ""I00948"", ""I00942"", ""I00920"", ""I00918""]",1756,True
O000376,U03780,R0013,2025-12-23T20:29:18.167357,dinner,"[""I00291"", ""I00290""]",183,True
O000377,U03461,R0033,2025-12-02T23:59:35.595008,late_night,"[""I00705"", ""I00697"", ""I00695""]",399,False
O000378,U00447,R0065,2025-12-13T20:30:58.621194,dinner,"[""I01274"", ""I01269"", ""I01278""]",649,True
O000379,U01166,R0060,2026-01-03T09:56:21.742683,breakfast,"[""I01163"", ""I01160""]",122,True
O000380,U03701,R0012,2025-12-18T03:35:54.430840,late_night,"[""I00273""]",628,True
O000381,U04102,R0015,2026-01-05T12:17:01.660624,lunch,"[""I00328"", ""I00320"", ""I00333"", ""I00325"", ""I00322"", ""I00330""]",910,False
O000382,U01473,R0098,2026-01-03T18:54:45.239284,late_night,"[""I01960"", ""I01967""]",124,True
O000383,U04477,R0038,2025-12-06T05:26:36.903251,late_night,"[""I00778"", ""I00775"", ""I00773"", ""I00774"", ""I00777""]",1525,True
O000384,U03221,R0053,2025-12-23T23:30:23.445831,late_night,"[""I01029"", ""I01039""]",261,True
O000385,U02650,R0075,2026-01-02T16:03:52.231944,late_night,"[""I01443""]",170,True
O000386,U00205,R0023,2025-12-29T00:15:41.002174,late_night,"[""I00475"", ""I00480"", ""I00477"", ""I00482"", ""I00478""]",662,True
O000387,U03717,R0067,2026-01-03T07:33:31.664598,breakfast,"[""I01297"", ""I01295"", ""I01304""]",619,True
O000388,U01655,R0059,2025-12-10T02:36:54.770090,late_night,"[""I01151"", ""I01139"", ""I01147"", ""I01148""]",619,True
O000389,U00739,R0041,2025-12-03T20:36:01.698883,dinner,"[""I00827"", ""I00832"", ""I00824"", ""I00819"", ""I00823"", ""I00831""]",428,True
O000390,U02655,R0089,2025-12-29T02:56:29.663253,late_night,"[""I01756""]",238,True
O000391,U01344,R0092,2025-12-23T01:51:31.854415,late_night,"[""I01840"", ""I01823""]",293,True
O000392,U01013,R0012,2025-12-11T01:54:17.698671,late_night,"[""I00271"", ""I00263""]",313,True
O000393,U00936,R0091,2025-12-09T17:25:38.502443,late_night,"[""I01805"", ""I01794""]",219,True
O000394,U03682,R0080,2025-12-09T21:14:18.213214,dinner,"[""I01548"", ""I01554"", ""I01555""]",180,True
O000395,U02974,R0006,2025-12-12T18:44:52.240494,late_night,"[""I00125"", ""I00143"", ""I00135""]",219,True
O000396,U04292,R0081,2025-12-27T14:23:27.512334,lunch,"[""I01562"", ""I01560"", ""I01564""]",312,True
O000397,U04192,R0023,2025-12-30T01:46:44.616440,late_night,"[""I00472""]",36,True
O000398,U03103,R0087,2025-12-25T21:44:52.654420,dinner,"[""I01679""]",297,True
O000399,U00360,R0039,2026-01-02T14:21:29.956912,lunch,"[""I00793"", ""I00788"", ""I00796"", ""I00787""]",249,True
O000400,U02746,R0073,2025-12-16T08:02:02.617727,breakfast,"[""I01417"", ""I01409""]",324,True
O000401,U01230,R0021,2025-12-01T20:33:30.687987,dinner,"[""I00420"", ""I00430"", ""I00426"", ""I00428"", ""I00431""]",842,True
O000402,U01185,R0029,2025-12-19T11:18:01.432984,lunch,"[""I00633""]",228,True
O000403,U00421,R0062,2025-12-04T09:53:49.695479,breakfast,"[""I01217"", ""I01223"", ""I01215"", ""I01214""]",640,True
O000404,U02524,R0040,2026-01-01T21:51:17.223320,dinner,"[""I00813""]",163,True
O000405,U03656,R0054,2025-12-20T13:19:27.629048,lunch,"[""I01073"", ""I01068"", ""I01064""]",300,True
O000406,U01481,R0019,2025-12-27T17:42:44.654955,late_night,"[""I00398""]",32,True
O000407,U01078,R0030,2025-12-19T14:54:50.384595,lunch,"[""I00655"", ""I00638"", ""I00649"", ""I00650"", ""I00648""]",1402,True
O000408,U00029,R0059,2026-01-03T19:40:40.535863,dinner,"[""I01151"", ""I01136""]",345,True
O000409,U00101,R0070,2025-12-27T22:21:27.009271,dinner,"[""I01334""]",220,True
O000410,U04077,R0054,2025-12-07T18:25:24.877471,late_night,"[""I01066""]",102,True
O000411,U04453,R0001,2026-01-05T08:11:47.237285,breakfast,"[""I00010"", ""I00002""]",208,True
O000412,U04981,R0095,2025-12-24T09:02:16.242759,breakfast,"[""I01886"", ""I01893"", ""I01900"", ""I01905""]",535,True
O000413,U01949,R0041,2026-01-01T04:20:07.509957,late_night,"[""I00828"", ""I00826""]",154,True
O000414,U04824,R0082,2025-12-20T18:50:51.986214,late_night,"[""I01580"", ""I01579"", ""I01584"", ""I01581"", ""I01585""]",1326,True
O000415,U03898,R0059,2025-12-08T07:39:26.441265,breakfast,"[""I01152"", ""I01145"", ""I01147"", ""I01142"", ""I01144""]",896,True
O000416,U03360,R0049,2025-12-08T21:37:16.150924,dinner,"[""I00970"", ""I00967"", ""I00975""]",555,True
O000417,U00651,R0077,2025-12-24T11:15:47.250898,lunch,"[""I01477"", ""I01485""]",387,True
O000418,U04917,R0001,2025-12-15T18:29:59.191871,late_night,"[""I00015"", ""I00006""]",324,True
O000419,U02005,R0065,2025-12-22T17:09:01.080356,late_night,"[""I01277"", ""I01269""]",267,True
O000420,U02279,R0080,2025-12-27T05:21:16.526573,late_night,"[""I01552"", ""I01553"", ""I01549""]",124,False
O000421,U04568,R0027,2025-12-17T00:54:56.231814,late_night,"[""I00558""]",194,True
O000422,U00401,R0020,2025-12-15T00:55:45.319973,late_night,"[""I00408"", ""I00405""]",148,True
O000423,U01215,R0031,2025-12-26T20:44:02.258366,dinner,"[""I00669"", ""I00658""]",93,True
O000424,U02860,R0006,2025-12-28T20:19:54.293551,dinner,"[""I00140"", ""I00131""]",64,True
O000425,U01191,R0005,2025-12-23T20:20:24.355886,dinner,"[""I00115""]",347,True
O000426,U04736,R0093,2025-12-20T08:07:47.235128,breakfast,"[""I01852""]",44,True
O000427,U02445,R0043,2025-12-09T18:50:00.651367,late_night,"[""I00852"", ""I00856"", ""I00851"", ""I00865"", ""I00857"", ""I00862""]",1022,True
O000428,U00719,R0002,2025-12-27T23:21:37.648979,late_night,"[""I00021"", ""I00029""]",257,True
O000429,U00893,R0079,2025-12-29T06:09:04.582470,late_night,"[""I01543"", ""I01536"", ""I01537""]",556,True
O000430,U01461,R0021,2025-12-04T21:39:54.842675,dinner,"[""I00434"", ""I00436"", ""I00423"", ""I00433""]",451,True
O000431,U02330,R0087,2025-12-29T12:51:22.759952,lunch,"[""I01698"", ""I01678"", ""I01677""]",620,True
O000432,U04874,R0073,2025-12-14T20:03:47.380073,dinner,"[""I01413"", ""I01407"", ""I01423""]",586,True
O000433,U04606,R0019,2025-12-22T13:00:48.290117,lunch,"[""I00397"", ""I00393"", ""I00403"", ""I00395"", ""I00401""]",588,False
O000434,U03731,R0096,2025-12-05T18:26:05.266636,late_night,"[""I01911""]",111,True
